001,0.9833098
002,0.983301
003,0.983297
004,0.9832983
005,0.9833045
006,0.9833159
007,0.9833324
008,0.9833541
009,0.9833806
010,0.9834126
011,0.9834494
012,0.9834914
013,0.9835384
014,0.9835906
015,0.9836476
016,0.9837098
017,0.9837771
018,0.9838491
019,0.9839263
020,0.9840083
021,0.9840953
022,0.9841869
023,0.9842835
024,0.984385
025,0.9844911
026,0.9846018
027,0.9847172
028,0.9848373
029,0.984962
030,0.9850912
031,0.985225
032,0.9853632
033,0.9855058
034,0.9856527
035,0.9858041
036,0.9859597
037,0.9861195
038,0.9862837
039,0.9864517
040,0.9866241
041,0.9868004
042,0.9869809
043,0.9871652
044,0.9873533
045,0.9875454
046,0.9877412
047,0.9879406
048,0.9881439
049,0.9883506
050,0.9885609
051,0.9887745
052,0.9889913
053,0.9892117
054,0.9894352
055,0.9896619
056,0.9898914
057,0.990124
058,0.9903595
059,0.9905978
060,0.990839
061,0.9910827
062,0.9913291
063,0.9915781
064,0.9918293
065,0.9920831
066,0.9923392
067,0.9925975
068,0.9928579
069,0.9931204
070,0.993385
071,0.9936513
072,0.9939198
073,0.9941899
074,0.9944617
075,0.9947352
076,0.9950101
077,0.9952865
078,0.9955642
079,0.9958431
080,0.9961233
081,0.9964046
082,0.9966869
083,0.9969699
084,0.9972539
085,0.9975385
086,0.9978237
087,0.9981096
088,0.9983957
089,0.9986824
090,0.9989694
091,0.9992566
092,0.9995437
093,0.999831
094,1.0001183
095,1.0004053
096,1.0006922
097,1.0009789
098,1.0012652
099,1.0015508
100,1.0018362
101,1.0021209
102,1.0024048
103,1.0026881
104,1.0029706
105,1.0032519
106,1.0035324
107,1.0038117
108,1.00409
109,1.004367
110,1.0046426
111,1.0049165
112,1.0051893
113,1.0054603
114,1.0057296
115,1.0059972
116,1.0062629
117,1.0065266
118,1.0067884
119,1.0070481
120,1.0073056
121,1.007561
122,1.0078142
123,1.0080649
124,1.0083131
125,1.0085586
126,1.0088021
127,1.0090426
128,1.0092806
129,1.009516
130,1.0097481
131,1.0099779
132,1.0102047
133,1.0104283
134,1.0106487
135,1.0108663
136,1.0110806
137,1.0112919
138,1.0114996
139,1.0117042
140,1.0119051
141,1.012103
142,1.0122969
143,1.0124871
144,1.012674
145,1.0128571
146,1.0130363
147,1.0132118
148,1.0133833
149,1.0135511
150,1.0137149
151,1.0138747
152,1.0140301
153,1.014182
154,1.0143296
155,1.0144727
156,1.014612
157,1.014747
158,1.0148779
159,1.0150043
160,1.0151263
161,1.0152442
162,1.0153576
163,1.0154668
164,1.0155715
165,1.0156716
166,1.0157675
167,1.0158585
168,1.0159453
169,1.0160273
170,1.0161048
171,1.0161779
172,1.016246
173,1.0163095
174,1.0163685
175,1.0164225
176,1.0164719
177,1.0165166
178,1.0165565
179,1.0165917
180,1.0166219
181,1.0166476
182,1.0166683
183,1.0166844
184,1.0166955
185,1.0167021
186,1.0167037
187,1.0167006
188,1.0166928
189,1.0166801
190,1.0166628
191,1.0166408
192,1.0166137
193,1.0165821
194,1.0165458
195,1.0165049
196,1.0164591
197,1.0164087
198,1.0163537
199,1.0162939
200,1.0162295
201,1.0161604
202,1.0160865
203,1.016008
204,1.0159249
205,1.0158373
206,1.0157452
207,1.0156484
208,1.0155472
209,1.0154413
210,1.0153309
211,1.0152164
212,1.0150971
213,1.0149738
214,1.0148461
215,1.0147139
216,1.0145779
217,1.0144373
218,1.0142927
219,1.0141439
220,1.0139912
221,1.0138344
222,1.0136734
223,1.0135089
224,1.0133402
225,1.0131679
226,1.0129914
227,1.0128114
228,1.0126277
229,1.0124402
230,1.0122491
231,1.0120544
232,1.0118562
233,1.0116545
234,1.0114495
235,1.0112408
236,1.0110291
237,1.0108141
238,1.0105957
239,1.0103742
240,1.0101498
241,1.009922
242,1.0096917
243,1.0094584
244,1.0092224
245,1.0089833
246,1.0087419
247,1.0084978
248,1.0082511
249,1.0080019
250,1.0077506
251,1.0074971
252,1.0072409
253,1.0069829
254,1.0067228
255,1.0064605
256,1.0061965
257,1.0059305
258,1.0056626
259,1.0053931
260,1.0051219
261,1.0048492
262,1.0045749
263,1.0042992
264,1.004022
265,1.0037439
266,1.0034641
267,1.0031835
268,1.0029017
269,1.0026189
270,1.0023354
271,1.002051
272,1.0017661
273,1.0014802
274,1.0011941
275,1.0009078
276,1.0006208
277,1.0003334
278,1.0000464
279,0.999759
280,0.9994717
281,0.9991842
282,0.9988971
283,0.9986105
284,0.9983239
285,0.9980379
286,0.9977524
287,0.9974675
288,0.9971833
289,0.9968998
290,0.9966171
291,0.9963353
292,0.9960544
293,0.9957749
294,0.9954963
295,0.9952192
296,0.9949431
297,0.9946685
298,0.9943955
299,0.994124
300,0.9938541
301,0.9935861
302,0.9933199
303,0.9930556
304,0.9927934
305,0.9925331
306,0.9922752
307,0.9920197
308,0.9917663
309,0.9915152
310,0.9912669
311,0.9910212
312,0.990778
313,0.9905376
314,0.9903
315,0.9900654
316,0.9898338
317,0.9896051
318,0.9893795
319,0.9891571
320,0.9889379
321,0.988722
322,0.9885094
323,0.9883003
324,0.9880945
325,0.9878922
326,0.9876938
327,0.9874987
328,0.9873076
329,0.9871202
330,0.9869368
331,0.9867573
332,0.9865816
333,0.9864101
334,0.9862425
335,0.9860792
336,0.9859204
337,0.9857655
338,0.9856152
339,0.9854692
340,0.9853275
341,0.9851904
342,0.9850579
343,0.9849299
344,0.9848065
345,0.9846876
346,0.9845736
347,0.9844641
348,0.9843594
349,0.9842595
350,0.9841643
351,0.9840739
352,0.9839886
353,0.9839079
354,0.9838321
355,0.9837613
356,0.9836953
357,0.9836344
358,0.9835784
359,0.9835274
360,0.9834815
361,0.983441
362,0.9834046
363,0.9833739
364,0.9833483
365,0.9833277
366,0.9833097
